Date,Continent,Customer_Name,Turnover,Profit,Profit_Margin,Total_Order,Return_Rate,Product_Name,Product_Subcategory_Name,Returned_Product,Category_Name,CM_Turnover,CM_Order,CM_Return_Rate
2023-02-14,Asia,Customer 936,1399.79,196.53,14.04,4,1.19,Touring Bikes 2,Touring Bikes,,Bikes,1399.01,3,1.21
2023-07-12,North America,Customer 524,3830.73,735.12,19.19,3,6.29,Brakes 6,Brakes,,Components,3887.3,3,6.54
2023-03-14,Europe,Customer 168,473.96,66.35,14.0,1,8.37,Brakes 5,Brakes,Brakes 5,Components,427.18,0,9.43
2023-09-28,South America,Customer 548,3689.59,192.97,5.23,1,1.24,Gloves 10,Gloves,,Clothing,4317.6,2,1.18
2023-12-24,Australia,Customer 600,2322.94,129.16,5.56,4,1.98,Brakes 1,Brakes,,Components,2436.73,4,1.79
2023-10-12,North America,Customer 319,2757.55,565.3,20.5,6,7.35,Locks 10,Locks,,Accessories,3223.32,8,7.63
2023-08-19,Australia,Customer 751,1754.07,101.03,5.76,10,9.19,Brakes 5,Brakes,,Components,1899.02,12,10.51
2023-11-05,South America,Customer 102,3005.67,481.81,16.03,5,4.03,Water Bottles 3,Water Bottles,,Accessories,2588.39,4,4.59
2023-07-13,Asia,Customer 672,1997.92,107.89,5.4,1,2.03,Gloves 4,Gloves,,Clothing,1936.12,1,2.21
2023-09-21,South America,Customer 635,4056.77,574.03,14.15,9,1.92,Touring Bikes 10,Touring Bikes,,Bikes,4534.4,8,2.0
2023-05-24,Asia,Customer 63,2893.16,529.45,18.3,6,5.42,Shorts 4,Shorts,,Clothing,3258.96,4,4.6
2023-10-16,Australia,Customer 670,2449.34,136.18,5.56,6,7.61,Lights 8,Lights,,Accessories,2785.14,7,8.88
2023-09-11,Europe,Customer 913,3472.96,908.53,26.16,5,3.59,Brakes 1,Brakes,Brakes 1,Components,3512.81,5,3.99
2023-02-01,South America,Customer 976,1647.62,126.87,7.7,7,9.11,Helmets 10,Helmets,,Clothing,1655.64,7,7.69
2023-12-07,Asia,Customer 863,1817.56,334.79,18.42,3,2.13,Brakes 6,Brakes,,Components,1461.67,1,1.88
2023-11-21,Asia,Customer 810,2010.29,316.02,15.72,5,4.5,Lights 1,Lights,,Accessories,1893.36,6,4.14
2023-11-06,Africa,Customer 281,361.08,95.61,26.48,8,7.82,Locks 5,Locks,,Accessories,381.29,7,9.09
2023-02-19,Australia,Customer 842,1614.94,454.12,28.12,3,1.85,Water Bottles 6,Water Bottles,,Accessories,1538.4,5,1.58
2023-11-06,Africa,Customer 718,1166.45,302.58,25.94,7,9.67,Jerseys 7,Jerseys,,Clothing,1041.41,9,7.74
2023-01-18,North America,Customer 311,259.3,39.57,15.26,1,2.75,Mountain Bikes 3,Mountain Bikes,,Bikes,222.46,-1,3.21
2023-04-22,North America,Customer 445,2301.32,590.52,25.66,1,4.48,Chains 5,Chains,,Components,2277.42,0,4.25
2023-11-25,North America,Customer 549,377.77,64.71,17.13,5,7.91,Jerseys 5,Jerseys,,Clothing,377.78,6,7.55
2023-06-07,Asia,Customer 54,3919.26,675.29,17.23,7,7.34,Road Bikes 6,Road Bikes,,Bikes,3570.2,7,6.84
2023-09-17,Asia,Customer 750,1708.98,436.82,25.56,2,5.04,Locks 2,Locks,,Accessories,1397.42,4,5.18
2023-12-24,South America,Customer 279,2169.36,371.61,17.13,1,6.2,Chains 6,Chains,,Components,1815.47,3,6.48
2023-08-04,Australia,Customer 749,4969.3,554.57,11.16,2,2.86,Brakes 9,Brakes,,Components,5601.3,2,2.69
2023-11-17,North America,Customer 693,4216.77,1248.16,29.6,4,2.08,Gloves 3,Gloves,,Clothing,4963.57,5,1.82
2023-01-19,Africa,Customer 868,3686.96,1101.29,29.87,9,5.28,Water Bottles 1,Water Bottles,,Accessories,4345.52,9,5.17
2023-12-11,Asia,Customer 700,3030.19,329.99,10.89,4,1.79,Pedals 3,Pedals,,Components,2955.93,4,2.02
2023-06-28,Africa,Customer 503,1121.11,231.96,20.69,4,1.45,Pedals 3,Pedals,,Components,1010.39,2,1.55
2023-01-25,Australia,Customer 869,1734.07,311.27,17.95,9,2.82,Gloves 6,Gloves,,Clothing,1894.74,11,2.74
2023-03-02,North America,Customer 898,2741.94,386.61,14.1,6,1.7,Lights 7,Lights,,Accessories,2417.15,8,1.65
2023-09-07,Africa,Customer 347,3588.72,957.11,26.67,8,5.52,Road Bikes 6,Road Bikes,,Bikes,3381.73,6,6.4
2023-02-16,Africa,Customer 718,573.97,156.12,27.2,4,6.01,Touring Bikes 6,Touring Bikes,,Bikes,489.43,3,6.5
2023-08-01,South America,Customer 457,1306.1,239.54,18.34,8,9.46,Water Bottles 8,Water Bottles,,Accessories,1384.44,7,7.62
2023-01-16,South America,Customer 535,3053.07,581.92,19.06,6,6.97,Saddles 10,Saddles,,Components,2745.47,7,7.29
2023-12-20,Australia,Customer 93,2095.52,271.58,12.96,1,3.73,Brakes 3,Brakes,,Components,1802.01,-1,3.23
2023-02-02,Europe,Customer 746,4532.44,332.68,7.34,2,8.0,Road Bikes 9,Road Bikes,,Bikes,3932.49,0,6.66
2023-06-24,Africa,Customer 226,2982.57,886.72,29.73,1,3.38,Jerseys 5,Jerseys,,Clothing,3011.33,3,3.01
2023-12-19,Asia,Customer 151,4161.17,870.1,20.91,5,5.17,Saddles 2,Saddles,,Components,4737.74,3,5.24
2023-06-29,Asia,Customer 108,1103.34,273.74,24.81,8,0.34,Road Bikes 7,Road Bikes,,Bikes,1114.18,10,0.41
2023-09-21,Australia,Customer 931,3213.58,926.15,28.82,5,3.94,Brakes 3,Brakes,,Components,3681.45,6,4.34
2023-06-24,Australia,Customer 229,404.82,55.26,13.65,3,6.0,Mountain Bikes 6,Mountain Bikes,,Bikes,478.96,2,4.82
2023-05-03,North America,Customer 976,2160.94,468.49,21.68,1,8.0,Mountain Bikes 2,Mountain Bikes,,Bikes,1938.74,3,7.93
2023-01-05,South America,Customer 405,2220.22,215.14,9.69,5,2.28,Lights 8,Lights,,Accessories,1803.76,7,2.0
2023-09-27,Asia,Customer 190,3514.3,739.06,21.03,6,2.66,Touring Bikes 10,Touring Bikes,,Bikes,3699.48,8,2.29
2023-09-27,Australia,Customer 69,216.62,51.51,23.78,5,5.89,Brakes 3,Brakes,,Components,235.75,5,5.5
2023-11-20,Australia,Customer 692,3040.82,325.37,10.7,8,3.79,Road Bikes 8,Road Bikes,,Bikes,3485.23,7,3.5
2023-07-28,South America,Customer 111,2675.88,220.49,8.24,9,4.48,Jerseys 6,Jerseys,,Clothing,2401.13,11,4.0
2023-08-22,Australia,Customer 242,390.31,85.05,21.79,2,2.83,Gloves 3,Gloves,,Clothing,421.18,2,2.64
2023-06-02,Asia,Customer 283,2740.65,742.99,27.11,7,1.2,Gloves 1,Gloves,,Clothing,2571.29,8,0.98
2023-03-10,North America,Customer 610,2786.98,772.55,27.72,1,0.12,Chains 4,Chains,,Components,2430.32,1,0.13
2023-02-22,Asia,Customer 740,3085.67,518.7,16.81,2,6.62,Touring Bikes 1,Touring Bikes,,Bikes,2776.94,2,6.09
2023-12-19,Africa,Customer 145,2543.72,142.96,5.62,4,8.04,Pedals 10,Pedals,,Components,2308.1,4,7.27
2023-01-04,Africa,Customer 713,3392.97,565.95,16.68,5,7.33,Lights 6,Lights,Lights 6,Accessories,3184.94,3,7.82
2023-06-01,South America,Customer 297,700.14,161.31,23.04,7,4.57,Saddles 5,Saddles,,Components,666.45,8,5.27
2023-01-13,Asia,Customer 621,4656.93,600.28,12.89,1,4.51,Road Bikes 2,Road Bikes,,Bikes,4363.0,1,4.82
2023-05-19,Asia,Customer 955,3953.39,1081.25,27.35,6,9.67,Road Bikes 8,Road Bikes,,Bikes,3632.78,6,8.68
2023-07-06,North America,Customer 707,3913.48,237.94,6.08,7,0.17,Mountain Bikes 7,Mountain Bikes,,Bikes,3833.13,8,0.19
2023-04-06,Asia,Customer 271,1213.29,174.47,14.38,4,1.67,Gloves 3,Gloves,,Clothing,979.87,5,1.36
2023-10-14,North America,Customer 515,629.42,131.55,20.9,8,6.1,Mountain Bikes 6,Mountain Bikes,,Bikes,606.87,7,5.74
2023-08-01,Australia,Customer 851,2746.15,787.05,28.66,8,9.07,Locks 3,Locks,Locks 3,Accessories,2781.59,10,8.09
2023-08-12,Australia,Customer 661,4564.05,1050.19,23.01,6,2.95,Locks 9,Locks,,Accessories,4164.1,4,3.07
2023-09-20,Africa,Customer 257,2479.56,324.57,13.09,2,7.15,Touring Bikes 3,Touring Bikes,,Bikes,2203.12,1,7.67
2023-02-11,Europe,Customer 744,738.82,66.86,9.05,2,5.73,Touring Bikes 9,Touring Bikes,,Bikes,733.74,3,5.31
2023-04-28,North America,Customer 374,1156.59,151.4,13.09,10,0.53,Touring Bikes 2,Touring Bikes,,Bikes,1001.42,9,0.48
2023-03-10,North America,Customer 297,3426.65,582.53,17.0,8,5.55,Pedals 7,Pedals,,Components,3021.51,10,6.34
2023-02-21,South America,Customer 282,2593.8,451.84,17.42,4,1.71,Mountain Bikes 3,Mountain Bikes,,Bikes,2468.01,3,2.02
2023-05-22,North America,Customer 578,3705.53,370.92,10.01,9,5.42,Pedals 5,Pedals,,Components,3495.13,7,5.99
2023-02-26,Australia,Customer 203,1305.07,382.78,29.33,6,4.04,Helmets 4,Helmets,,Clothing,1443.58,6,4.48
2023-05-13,Australia,Customer 666,2331.17,161.32,6.92,3,8.17,Road Bikes 5,Road Bikes,,Bikes,2580.36,5,8.82
2023-10-17,Africa,Customer 370,524.62,98.42,18.76,3,9.24,Jerseys 2,Jerseys,,Clothing,474.72,2,8.95
2023-04-16,Europe,Customer 423,3467.16,740.59,21.36,9,0.87,Gloves 5,Gloves,,Clothing,3241.56,10,1.0
2023-09-17,Europe,Customer 42,998.62,130.42,13.06,3,9.08,Pedals 8,Pedals,,Components,1079.65,4,10.34
2023-06-14,Australia,Customer 165,4561.97,1031.01,22.6,2,1.84,Locks 1,Locks,,Accessories,4252.65,1,1.57
2023-03-31,North America,Customer 830,1507.65,106.89,7.09,9,3.59,Lights 2,Lights,,Accessories,1621.69,7,3.87
2023-07-14,Europe,Customer 413,3077.0,608.63,19.78,7,9.29,Lights 5,Lights,,Accessories,2654.37,8,10.87
2023-01-14,North America,Customer 660,4018.4,796.85,19.83,6,6.71,Helmets 8,Helmets,,Clothing,4462.77,5,5.65
2023-04-22,Asia,Customer 169,2778.27,782.64,28.17,4,5.57,Mountain Bikes 6,Mountain Bikes,,Bikes,2462.04,4,6.16
2023-06-09,Europe,Customer 405,4848.94,1265.57,26.1,7,8.3,Jerseys 9,Jerseys,,Clothing,5024.3,8,7.77
2023-09-09,North America,Customer 797,4599.99,1192.32,25.92,1,1.53,Touring Bikes 6,Touring Bikes,,Bikes,3954.63,0,1.76
2023-10-26,South America,Customer 859,2084.31,524.0,25.14,4,8.93,Gloves 6,Gloves,,Clothing,2370.88,4,10.3
2023-03-15,Europe,Customer 908,3536.33,179.65,5.08,10,5.29,Road Bikes 7,Road Bikes,Road Bikes 7,Bikes,3511.02,11,5.75
2023-02-15,Europe,Customer 309,412.26,71.53,17.35,7,5.45,Road Bikes 10,Road Bikes,,Bikes,472.83,8,4.53
2023-03-26,Europe,Customer 254,86.49,21.79,25.19,2,2.99,Locks 1,Locks,,Accessories,95.54,3,2.93
2023-04-10,South America,Customer 543,4928.46,1051.24,21.33,4,7.48,Pedals 9,Pedals,,Components,4746.05,3,7.03
2023-12-22,Australia,Customer 109,525.59,55.03,10.47,9,0.47,Saddles 6,Saddles,,Components,440.85,7,0.49
2023-09-07,Australia,Customer 358,1570.12,131.89,8.4,9,2.46,Lights 6,Lights,,Accessories,1517.49,8,2.87
2023-03-17,North America,Customer 340,2002.18,110.92,5.54,5,8.48,Touring Bikes 7,Touring Bikes,,Bikes,1631.78,3,9.74
2023-05-10,South America,Customer 986,3594.72,194.11,5.4,9,2.94,Helmets 7,Helmets,,Clothing,3949.7,8,3.45
2023-08-31,Australia,Customer 196,1727.18,140.77,8.15,7,1.85,Shorts 8,Shorts,,Clothing,1703.73,9,1.52
2023-12-12,Australia,Customer 435,110.9,23.37,21.07,3,9.5,Saddles 5,Saddles,,Components,132.8,1,11.19
2023-01-14,Europe,Customer 98,1519.68,312.6,20.57,8,5.79,Mountain Bikes 3,Mountain Bikes,,Bikes,1264.09,9,6.33
2023-12-06,Asia,Customer 342,323.68,20.0,6.18,4,2.28,Water Bottles 2,Water Bottles,Water Bottles 2,Accessories,304.87,4,1.83
2023-06-03,Africa,Customer 50,4918.64,672.87,13.68,5,9.42,Gloves 7,Gloves,,Clothing,4230.3,6,8.37
2023-06-03,Australia,Customer 41,4816.03,414.18,8.6,5,1.11,Road Bikes 10,Road Bikes,,Bikes,3934.25,5,1.16
2023-06-05,Europe,Customer 266,4820.8,1381.16,28.65,5,9.6,Gloves 3,Gloves,,Clothing,4753.99,5,9.0
2023-01-02,North America,Customer 221,3048.74,772.86,25.35,10,2.43,Water Bottles 7,Water Bottles,,Accessories,3540.45,9,2.61
2023-01-26,Africa,Customer 199,2061.41,217.89,10.57,3,4.11,Brakes 3,Brakes,,Components,1850.41,2,4.26
2023-07-31,Europe,Customer 525,3871.21,581.84,15.03,5,8.34,Locks 4,Locks,,Accessories,4443.62,5,7.37
2023-03-24,North America,Customer 855,3077.21,301.57,9.8,2,5.72,Touring Bikes 10,Touring Bikes,,Bikes,2563.32,3,6.16
2023-07-23,Europe,Customer 28,3273.96,665.92,20.34,10,4.24,Water Bottles 1,Water Bottles,,Accessories,2816.14,12,3.67
2023-04-13,Australia,Customer 148,2031.68,464.24,22.85,1,2.76,Touring Bikes 6,Touring Bikes,,Bikes,1943.21,3,2.45
2023-11-10,North America,Customer 300,3234.15,426.91,13.2,2,6.87,Saddles 7,Saddles,Saddles 7,Components,3267.2,1,7.58
2023-09-13,South America,Customer 595,3555.59,593.07,16.68,10,3.52,Road Bikes 2,Road Bikes,,Bikes,3234.08,9,3.38
2023-10-05,Africa,Customer 471,332.85,58.98,17.72,9,7.78,Touring Bikes 1,Touring Bikes,,Bikes,285.42,8,6.36
2023-06-11,Australia,Customer 947,343.05,42.09,12.27,6,5.84,Touring Bikes 5,Touring Bikes,,Bikes,375.37,4,6.43
2023-03-15,Asia,Customer 690,4374.0,916.79,20.96,10,4.71,Chains 5,Chains,,Components,4197.89,12,4.31
2023-07-05,Asia,Customer 747,976.79,214.21,21.93,9,2.56,Water Bottles 7,Water Bottles,,Accessories,946.91,8,2.76
2023-09-08,North America,Customer 170,3296.75,420.01,12.74,5,0.35,Locks 3,Locks,,Accessories,3238.19,3,0.35
2023-03-06,Africa,Customer 31,4338.24,894.11,20.61,4,0.43,Helmets 5,Helmets,,Clothing,4381.21,5,0.41
2023-10-01,Europe,Customer 593,4063.9,992.81,24.43,7,3.31,Water Bottles 2,Water Bottles,,Accessories,3876.61,7,2.89
2023-10-24,Europe,Customer 369,2265.99,619.97,27.36,6,0.18,Saddles 3,Saddles,,Components,2242.8,8,0.15
2023-03-29,South America,Customer 832,2200.31,483.85,21.99,4,2.11,Chains 10,Chains,,Components,2012.04,3,2.4
2023-11-26,Africa,Customer 107,596.72,156.7,26.26,3,2.82,Chains 2,Chains,,Components,496.15,2,2.63
2023-01-17,Asia,Customer 668,1326.2,92.44,6.97,2,0.73,Lights 4,Lights,,Accessories,1328.76,3,0.65
2023-01-08,Asia,Customer 660,1675.49,168.39,10.05,8,1.87,Mountain Bikes 4,Mountain Bikes,,Bikes,1853.6,8,1.82
2023-11-28,Asia,Customer 738,1232.07,305.06,24.76,9,2.65,Pedals 6,Pedals,,Components,1018.21,11,2.86
2023-02-22,South America,Customer 140,1112.33,120.24,10.81,8,8.51,Pedals 8,Pedals,,Components,1206.07,10,9.85
2023-01-24,North America,Customer 689,4384.93,451.21,10.29,6,7.81,Helmets 2,Helmets,,Clothing,4257.86,8,8.19
2023-05-06,Asia,Customer 111,158.1,39.89,25.23,9,0.36,Jerseys 9,Jerseys,,Clothing,184.25,7,0.41
2023-01-09,Africa,Customer 81,1983.99,239.47,12.07,2,3.76,Gloves 3,Gloves,,Clothing,1967.35,1,3.05
2023-03-02,North America,Customer 714,1567.39,208.31,13.29,9,7.01,Chains 10,Chains,,Components,1548.99,11,7.87
2023-10-19,North America,Customer 231,803.68,215.31,26.79,3,6.82,Jerseys 10,Jerseys,,Clothing,958.15,3,7.87
2023-10-23,North America,Customer 64,3826.71,683.07,17.85,2,5.87,Locks 1,Locks,,Accessories,4313.02,0,5.5
2023-04-13,Asia,Customer 264,1941.78,343.7,17.7,5,0.85,Water Bottles 9,Water Bottles,,Accessories,1893.33,7,0.75
2023-09-16,Africa,Customer 503,2847.3,234.62,8.24,8,9.0,Pedals 9,Pedals,,Components,2507.14,10,9.1
2023-04-01,Asia,Customer 533,1433.77,398.73,27.81,1,8.71,Helmets 4,Helmets,,Clothing,1378.32,2,8.52
2023-02-27,Europe,Customer 100,1720.04,286.73,16.67,7,7.58,Shorts 10,Shorts,,Clothing,1657.38,8,7.84
2023-07-11,North America,Customer 191,3269.05,290.29,8.88,4,2.0,Gloves 1,Gloves,,Clothing,3454.85,5,2.19
2023-10-11,North America,Customer 767,3286.38,501.17,15.25,10,1.89,Locks 6,Locks,,Accessories,2671.21,8,1.55
2023-08-24,Australia,Customer 834,2063.53,359.26,17.41,8,5.87,Mountain Bikes 4,Mountain Bikes,,Bikes,2452.79,6,6.7
2023-10-23,Australia,Customer 111,3910.13,883.69,22.6,3,3.53,Helmets 6,Helmets,,Clothing,4636.27,5,2.87
2023-07-06,Africa,Customer 306,486.57,78.19,16.07,5,0.98,Locks 9,Locks,,Accessories,555.53,5,0.93
2023-12-14,North America,Customer 261,3045.25,543.88,17.86,4,1.13,Water Bottles 6,Water Bottles,,Accessories,3526.71,2,1.29
2023-11-13,South America,Customer 264,2147.73,513.31,23.9,7,7.27,Helmets 10,Helmets,,Clothing,1816.07,8,7.31
2023-06-20,Australia,Customer 908,1504.5,162.79,10.82,4,2.8,Helmets 3,Helmets,,Clothing,1536.19,3,2.65
2023-05-11,Australia,Customer 675,1163.42,120.88,10.39,7,6.45,Lights 6,Lights,,Accessories,1239.45,7,5.95
2023-01-29,Europe,Customer 477,4489.87,380.29,8.47,8,2.2,Mountain Bikes 8,Mountain Bikes,,Bikes,4650.91,9,2.4
2023-12-30,Africa,Customer 210,3215.53,822.21,25.57,9,7.35,Road Bikes 3,Road Bikes,,Bikes,3273.45,9,6.6
2023-05-20,North America,Customer 785,2124.36,408.09,19.21,6,1.21,Road Bikes 6,Road Bikes,,Bikes,2167.99,4,1.21
2023-08-14,Africa,Customer 750,3356.72,470.28,14.01,8,5.78,Chains 1,Chains,,Components,3366.89,6,6.05
2023-01-15,Australia,Customer 66,4314.26,558.27,12.94,6,6.2,Road Bikes 6,Road Bikes,,Bikes,3893.33,5,6.09
2023-01-09,Europe,Customer 590,3431.84,775.6,22.6,3,1.86,Mountain Bikes 3,Mountain Bikes,,Bikes,2940.24,2,2.09
2023-12-21,Europe,Customer 462,1303.31,231.34,17.75,6,1.2,Gloves 10,Gloves,,Clothing,1439.72,6,1.05
2023-09-19,North America,Customer 203,4488.04,341.09,7.6,8,7.67,Saddles 6,Saddles,,Components,4182.62,9,7.92
2023-02-05,South America,Customer 775,1294.82,212.48,16.41,6,4.82,Chains 10,Chains,,Components,1103.74,7,4.53
2023-10-24,Asia,Customer 738,4125.39,835.39,20.25,2,4.87,Lights 7,Lights,,Accessories,4644.02,0,4.97
2023-07-12,Europe,Customer 712,3779.81,1056.08,27.94,1,3.18,Brakes 6,Brakes,,Components,4520.78,-1,2.61
2023-02-28,South America,Customer 927,210.76,34.61,16.42,10,1.76,Helmets 3,Helmets,,Clothing,235.13,11,2.03
2023-08-17,North America,Customer 990,3328.82,963.03,28.93,8,1.48,Saddles 1,Saddles,,Components,3829.58,9,1.47
2023-02-06,South America,Customer 242,3385.03,341.89,10.1,3,2.88,Road Bikes 4,Road Bikes,,Bikes,2805.68,1,3.19
2023-03-05,Africa,Customer 533,3943.58,830.52,21.06,2,9.93,Touring Bikes 6,Touring Bikes,Touring Bikes 6,Bikes,3355.08,2,8.63
2023-05-20,Europe,Customer 339,3058.51,609.26,19.92,9,6.34,Pedals 1,Pedals,,Components,2954.17,11,5.28
2023-06-18,Asia,Customer 8,959.58,122.63,12.78,5,9.8,Water Bottles 6,Water Bottles,,Accessories,1010.31,3,9.06
2023-10-19,Asia,Customer 767,1506.14,197.61,13.12,7,2.97,Touring Bikes 8,Touring Bikes,,Bikes,1455.22,5,3.56
2023-06-26,Asia,Customer 219,2419.01,414.13,17.12,2,4.99,Locks 10,Locks,,Accessories,2199.5,0,5.88
2023-02-19,Asia,Customer 328,2243.22,277.04,12.35,6,1.93,Pedals 7,Pedals,,Components,2351.88,4,2.22
2023-12-19,Asia,Customer 675,1006.78,242.33,24.07,6,8.89,Shorts 4,Shorts,,Clothing,1075.29,8,8.16
2023-08-12,North America,Customer 404,393.35,90.04,22.89,6,5.85,Road Bikes 1,Road Bikes,,Bikes,441.18,5,6.76
2023-05-10,Australia,Customer 977,3587.49,879.29,24.51,4,9.98,Mountain Bikes 3,Mountain Bikes,,Bikes,3547.38,2,8.4
2023-09-12,Asia,Customer 920,340.53,42.94,12.61,4,5.22,Gloves 5,Gloves,,Clothing,399.36,4,5.79
2023-03-28,Europe,Customer 592,1051.27,240.32,22.86,8,1.65,Helmets 8,Helmets,,Clothing,979.14,10,1.87
2023-08-14,Australia,Customer 470,1939.86,138.7,7.15,1,8.22,Jerseys 1,Jerseys,,Clothing,2172.32,1,9.79
2023-09-18,Africa,Customer 585,452.84,90.66,20.02,3,2.9,Touring Bikes 5,Touring Bikes,,Bikes,406.05,1,3.04
2023-09-11,Africa,Customer 697,4491.88,592.03,13.18,7,1.26,Road Bikes 2,Road Bikes,,Bikes,4576.16,9,1.03
2023-11-20,Asia,Customer 306,3934.59,1019.45,25.91,2,7.24,Saddles 7,Saddles,,Components,4660.61,1,7.05
2023-07-02,Australia,Customer 116,153.99,19.09,12.4,3,1.63,Brakes 1,Brakes,,Components,158.57,3,1.65
2023-02-16,Africa,Customer 676,3813.69,1022.83,26.82,3,2.25,Shorts 6,Shorts,,Clothing,4341.37,2,2.42
2023-10-31,South America,Customer 432,1621.79,287.87,17.75,4,6.71,Locks 7,Locks,,Accessories,1471.95,4,5.37
2023-07-19,Europe,Customer 695,463.13,37.33,8.06,1,3.74,Chains 8,Chains,,Components,498.38,0,4.47
2023-10-10,South America,Customer 206,4661.22,494.09,10.6,10,1.95,Mountain Bikes 9,Mountain Bikes,,Bikes,5003.28,9,1.9
2023-10-14,North America,Customer 886,3083.24,234.63,7.61,1,6.8,Touring Bikes 4,Touring Bikes,,Bikes,3323.2,3,6.34
2023-08-03,Asia,Customer 25,1022.74,238.91,23.36,2,5.1,Chains 4,Chains,,Components,1057.18,1,5.06
2023-08-05,Australia,Customer 190,4896.08,756.93,15.46,9,8.35,Shorts 7,Shorts,,Clothing,5692.26,11,8.93
2023-04-24,Africa,Customer 619,4836.69,1126.47,23.29,7,5.76,Chains 6,Chains,,Components,5432.93,9,6.89
2023-08-19,Europe,Customer 553,2873.06,802.73,27.94,6,6.7,Road Bikes 8,Road Bikes,,Bikes,3340.96,6,6.07
2023-10-03,Europe,Customer 499,4994.65,1285.12,25.73,3,5.93,Lights 9,Lights,,Accessories,4437.42,5,5.64
2023-04-26,Australia,Customer 393,2548.46,752.31,29.52,6,8.42,Brakes 1,Brakes,,Components,2230.41,8,9.17
2023-01-31,North America,Customer 257,1373.65,223.08,16.24,1,5.14,Gloves 2,Gloves,,Clothing,1347.45,1,4.62
2023-01-18,Europe,Customer 136,2032.07,250.35,12.32,3,6.57,Brakes 3,Brakes,,Components,1711.73,1,5.45
2023-01-05,Asia,Customer 249,1103.03,204.61,18.55,4,9.85,Pedals 9,Pedals,,Components,1005.31,5,10.97
2023-09-16,North America,Customer 1,314.87,27.02,8.58,8,8.79,Jerseys 10,Jerseys,,Clothing,278.23,7,8.45
2023-09-21,Australia,Customer 358,4112.57,334.35,8.13,3,7.59,Mountain Bikes 3,Mountain Bikes,,Bikes,4134.63,2,7.02
2023-01-12,Europe,Customer 370,2151.42,428.56,19.92,9,0.78,Helmets 9,Helmets,,Clothing,2249.97,11,0.77
2023-12-17,North America,Customer 722,2828.45,820.82,29.02,9,1.97,Pedals 10,Pedals,,Components,2458.26,7,1.6
2023-06-21,Europe,Customer 668,2855.67,327.26,11.46,8,3.57,Brakes 7,Brakes,,Components,2969.15,8,4.26
2023-09-16,Australia,Customer 879,3913.36,1034.69,26.44,2,1.23,Touring Bikes 6,Touring Bikes,,Bikes,3612.27,0,1.05
2023-05-08,South America,Customer 745,3510.42,830.21,23.65,1,3.0,Gloves 5,Gloves,,Clothing,3830.92,2,2.69
2023-12-23,South America,Customer 552,1998.57,268.41,13.43,8,4.69,Touring Bikes 6,Touring Bikes,,Bikes,2043.33,6,4.46
2023-04-07,Europe,Customer 619,199.74,52.09,26.08,1,4.74,Helmets 10,Helmets,,Clothing,195.16,0,4.76
2023-10-13,Australia,Customer 565,2359.24,700.93,29.71,7,8.28,Brakes 6,Brakes,,Components,2744.03,5,7.84
2023-09-19,North America,Customer 78,3326.21,556.14,16.72,6,7.7,Jerseys 9,Jerseys,,Clothing,3584.43,6,8.68
2023-06-19,Australia,Customer 357,2513.79,166.92,6.64,2,8.53,Lights 6,Lights,,Accessories,2982.92,2,7.98
2023-05-09,South America,Customer 56,1810.56,509.31,28.13,2,7.03,Lights 8,Lights,,Accessories,1969.92,2,5.88
2023-08-28,Australia,Customer 423,1253.88,337.29,26.9,4,4.47,Water Bottles 1,Water Bottles,,Accessories,1425.81,4,5.23
2023-12-26,Europe,Customer 279,2595.77,511.63,19.71,6,3.54,Lights 3,Lights,Lights 3,Accessories,2570.33,6,3.77
2023-01-02,North America,Customer 5,3047.19,456.47,14.98,8,6.55,Saddles 7,Saddles,,Components,3332.86,7,7.81
2023-05-08,Asia,Customer 620,4638.2,700.37,15.1,8,5.17,Pedals 7,Pedals,,Components,5194.94,8,4.36
2023-02-25,Asia,Customer 968,334.45,40.47,12.1,3,8.82,Chains 7,Chains,,Components,268.58,2,9.82
2023-12-02,North America,Customer 138,2633.99,584.75,22.2,9,1.27,Road Bikes 7,Road Bikes,,Bikes,3032.22,10,1.02
2023-05-08,North America,Customer 427,3340.69,211.13,6.32,7,2.56,Brakes 8,Brakes,,Components,2919.56,9,2.99
2023-06-05,Europe,Customer 89,3635.58,999.78,27.5,7,5.49,Mountain Bikes 8,Mountain Bikes,,Bikes,3890.81,5,4.4
2023-04-15,Asia,Customer 400,2135.41,324.37,15.19,5,1.88,Locks 1,Locks,,Accessories,2478.98,6,1.85
2023-02-06,Australia,Customer 177,4655.94,726.33,15.6,1,9.11,Jerseys 3,Jerseys,,Clothing,4429.41,-1,7.94
2023-09-12,Asia,Customer 459,3323.59,985.44,29.65,3,8.55,Saddles 8,Saddles,,Components,3766.57,3,8.35
2023-03-26,North America,Customer 295,3553.74,740.95,20.85,9,1.53,Locks 6,Locks,Locks 6,Accessories,3955.67,11,1.32
2023-09-17,Australia,Customer 84,4225.23,458.44,10.85,1,6.22,Mountain Bikes 7,Mountain Bikes,,Bikes,4164.78,2,6.97
2023-01-02,Asia,Customer 59,3149.22,183.91,5.84,7,2.15,Lights 1,Lights,,Accessories,3393.75,5,2.23
2023-12-11,Australia,Customer 393,3956.76,1121.35,28.34,1,8.37,Helmets 2,Helmets,,Clothing,3645.77,2,7.62
2023-12-10,South America,Customer 689,4258.97,699.32,16.42,2,7.63,Saddles 4,Saddles,,Components,3684.27,0,7.79
